ds,y
2022-05-24,653.530029296875
2022-05-25,623.8499755859375
2022-05-26,661.4199829101562
2022-05-27,723.25
2022-05-31,773.8400268554688
2022-06-01,755.1599731445312
2022-06-02,732.469970703125
2022-06-03,729.6799926757812
2022-06-06,733.0599975585938
2022-06-07,702.0
2022-06-08,720.260009765625
2022-06-09,748.02001953125
2022-06-10,705.469970703125
2022-06-13,669.5
2022-06-14,654.8599853515625
2022-06-15,662.75
2022-06-16,668.2100219726562
2022-06-17,640.2999877929688
2022-06-21,673.8099975585938
2022-06-22,703.510009765625
2022-06-23,713.719970703125
2022-06-24,712.4099731445312
2022-06-27,748.0999755859375
2022-06-28,733.4500122070312
2022-06-29,691.5
2022-06-30,673.530029296875
2022-07-01,681.0
2022-07-05,669.0
